id,building_name,image_url,detail,access,address,created_at,updated_at,fee1,fee2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,ホテルルートイン若宮インター,/yad366320/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=366320&callbackHistFlg=1,男女別大浴場完備◆バイキング朝食無料◆加湿空気清浄機・LAN回線・ルームシアター全室完備◆女性優先フロア有◆WAON・iD・Edy利用出来ます◆団体予約も受け付けております。,【アクセス】九州自動車道若宮インターすぐ横,エリア ： 福岡県 > 若宮・遠賀・直方,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,407〜","（￥3,703〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,HOTEL AZ 福岡直方店,/yad378655/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=378655&callbackHistFlg=1,福岡市内へは車で約1時間、北九州市内へは車で約40分、ビジネスに観光にご利用頂いてます。コインランドリー・１００円ショップ・居酒屋など、あると便利な施設が揃っております♪♪,【アクセス】筑豊電気鉄道　感田駅より徒歩13分,エリア ： 福岡県 > 若宮・遠賀・直方,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,000〜","（￥3,500〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,直方いこいの村,/yad383088/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=383088&callbackHistFlg=1,四季の花を楽しめる福智山にある公共の宿。福岡市・北九州市からアクセス良。近くには開窯400年以上になる上野焼の里もあり伝統と個性を誇る窯元めぐりも楽しめます。,【アクセス】福北ゆたか線直方駅より車で20分,エリア ： 福岡県 > 若宮・遠賀・直方,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥9,537〜","（￥4,768〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,久山温泉　ホテル夢家,/yad308088/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=308088&callbackHistFlg=1,緑輝く森と湖のふもとに佇む久山温泉ホテル夢家！！森をぬけ、湖面を渡ってきた優しい風につつまれ、大自然の癒しのチカラを感じて、天然温泉湯の湖（加温・循環ろ過式）で、心と体をお休めください！,【アクセス】九州道福岡ICよりお車で約10分　福岡市内（天神・博多駅）より都市高速を利用して約２０分ほど,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥9,629〜","（￥4,814〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,割烹旅館　松風荘,/yad311307/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=311307&callbackHistFlg=1,玄海天然印の魚介類をふんだんに使用した、お料理が自慢で家庭的なムードです。,【アクセス】西鉄バスで「神湊入り口バス停」で下車し徒歩7分,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥20,000〜","（￥10,000〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,玄海ロイヤルホテル,/yad313303/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=313303&callbackHistFlg=1,●外壁補修塗替え工事および露天岩風呂臨時休業のお知らせとお詫び●外壁補修塗替え工事：平成２７年１２/１〜平成２８年３/３１,【アクセス】JR鹿児島本線東郷駅より下車、車で約15分。九州自動車道　若宮ＩＣ、古賀ＩＣより共に約４０分。,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥13,518〜","（￥6,759〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,割烹旅館　みなと荘,/yad316316/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=316316&callbackHistFlg=1,お客様の夕食時間に合わせて捌き始めるため、常に新鮮なお食事だけが運ばれてきます♪お食事は朝夕ともにお部屋食。のんびりと、お寛ぎ下さい。皆様のご来館心よりお待ち申し上げております。,【アクセス】鹿児島本線　東郷駅　下車　車で１５分,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,000〜","（￥3,500〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,玄海旅館,/yad327170/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=327170&callbackHistFlg=1,宿に1歩踏み入れると、ロビーからは海と白砂青松の景色が一望！一番のウリは、港直送の新鮮なあわび/イカ/ウニなどを楽しめる料理！夕やけを眺めながらのんびり浸かれる大浴場も気持ちがいい。,【アクセス】JR博多駅〜東郷駅まで。駅から西鉄バスで15分、神湊西口下車　徒歩30秒,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥21,000〜","（￥10,500〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,HOTEL AZ 福岡宗像店,/yad328646/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=328646&callbackHistFlg=1,国道３号線沿い宗像王丸交差点近く。北九州・福岡ともに車で１時間圏内と抜群のアクセス！レストラン「Joyfull」もあって便利！朝食・駐車場無料！コンビニまで徒歩３分、館内１００均コーナーあり。,【アクセス】国道３号線沿い福岡市より28ｋｍ北九州市より42ｋｍ。九州自動車道　若宮ＩＣ、古賀ＩＣより共に約20分。,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,796〜","（￥3,898〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,御宿　はなわらび,/yad329666/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=329666&callbackHistFlg=1,和の趣ある雰囲気のもと和やかなひと時をお過ごし下さい。新鮮さと旬の素材に拘ったお食事にお腹も心も満たされます。もう一つのお愉しみでもあるお風呂では庭園を眺めながら旅の疲れを癒して下さい。,【アクセス】電車…JR東郷駅または赤間駅より車で20分　/　お車…九州自動車道・古賀IC、または若宮ICより約30分,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥14,000〜","（￥7,000〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,華杏弥太楼,/yad329830/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=329830&callbackHistFlg=1,最近旨い魚にめぐり合えましたか？華杏では活造りの名手達が皆様をお待ちしております。伊勢海老・玄海烏賊・福津の鯛、あなたが今食べたい魚は？玄界灘を眺めながら海の恵みに舌鼓をお打ちください！,【アクセス】福岡市からは「古賀インター」下車。北九州市からは「若宮インター」下車。いずれもインターから２０分。,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥25,000〜","（￥12,500〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,赤間ステーションホテル,/yad334368/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=334368&callbackHistFlg=1,JR赤間駅北口すぐに抜群の立地なステーションホテル！宗像周辺でのイベント、ビジネス、観光まで幅広くご利用いただいております。和食処と喫茶での食事までOK！リーズナブルな価格も人気のホテルです！,【アクセス】鹿児島本線〜JR赤間駅北口側〜目の前に当ホテルがございます,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥4,166〜","（￥2,083〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,HOTEL AZ 福岡篠栗店,/yad337923/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=337923&callbackHistFlg=1,福岡ICからお車で５分の好立地。お車での出張に便利な無料駐車場や、滞在に便利なコインランドリーなど、あると便利な施設が揃っております。１階バイキング『志高』・１００均売店☆コンビニ１分,【アクセス】福岡ICからお車にて約５分・ＪＲ福北ゆたか線門松駅から徒歩6分の好立地。ビジネス・観光の拠点に☆,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,796〜","（￥3,898〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,チサンイン宗像,/yad358934/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=358934&callbackHistFlg=1,モダンかつ巧妙にデザインされた客室には、ダブルベッドをはじめ、充実の設備がセンスよく配置され、機能的に快適にお過ごし頂けます。福岡･北九州どちらの観光にも、ビジネスにも便利で快適お得なホテル,【アクセス】九州自動車道「若宮IC」「古賀IC」から約20分。国道3号線の交差点「光岡」そば、キュｰﾚｲ向かい,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥5,000〜","（￥2,500〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,オテルグレージュ,/yad370618/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=370618&callbackHistFlg=1,1歩足を踏み入れるとそこはまるで地中海のリゾートホテル　〜全室オーシャンビュー＆ジャグジー付〜　「なにもしない贅沢」と「絶品フレンチ」で非日常×大人の癒し空間で過ごす“極上”の休日…。,【アクセス】九州道・古賀IC又は若宮ICより約30分／JR東郷駅よりタクシーで約15分／福岡空港より約60分,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥55,555〜","（￥27,777〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,国民宿舎ひびき,/yad375068/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=375068&callbackHistFlg=1,福岡市と北九州市から車で約１時間、世界遺産候補の宗像大社や弘法大師空海が建立したとされる鎮国寺、海女の発祥地で福岡県最大の鐘崎漁港などを有する宗像市玄海エリアに位置する民営国民宿舎です。,【アクセス】JR鹿児島本線東郷駅・赤間駅下車、鐘崎港方面へ車で約20分。,エリア ： 福岡県 > 宗像・玄海,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥10,185〜","（￥5,092〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,パープルホテル二日市,/yad304038/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=304038&callbackHistFlg=1,太宰府に一番近い温泉地「二日市温泉」に立地。温泉券進呈中です。JR二日市駅から徒歩約12分。筑紫野ICから車約5分。北は福岡市、南は鳥栖市や久留米市、出張や観光の拠点としても便利。駐車場無料。,【アクセス】JR二日市駅より徒歩約12分、西鉄二日市駅西口よりバス約10分、筑紫野インターより約7分,エリア ： 福岡県 > 太宰府・二日市,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥5,092〜","（￥2,546〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,アイビーホテル筑紫野,/yad305065/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=305065&callbackHistFlg=1,福岡市内より快速12分、太宰府.国立博物館へもアクセス抜群、シングルもＷベット。駐車場無料。展望温泉内湯付き和洋室もあり。1Fレストラン有り(21:00迄・水曜定休日　祝前日除く),【アクセス】JR二日市駅より徒歩約15分西鉄二日市駅西口より温泉循環バス約10分九州自動車道筑紫野インターより約5分,エリア ： 福岡県 > 太宰府・二日市,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,203〜","（￥3,601〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,大丸別荘,/yad313868/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=313868&callbackHistFlg=1,万葉集にも歌われた１３６０年よりの歴史を持つ温泉宿。古くから博多の奥座敷として栄え、都心より電車でわずか１３分、空港より車で２５分。また自然環境も良く周りは登山にも最適な山々に囲まれています。,【アクセス】福岡空港より高速バスで約３０分。博多駅よりＪＲで約３０分。,エリア ： 福岡県 > 太宰府・二日市,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥24,200〜","（￥12,100〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,バジェットホテル博多南,/yad324300/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=324300&callbackHistFlg=1,博多南駅から徒歩で５分、都市高速野多目ＩＣから車で１０分の好立地ですよっ♪コンビニも徒歩５分の所に新しくできました♪,【アクセス】JR博多駅から博多南線(新幹線)で博多南駅下車(9分、300円)徒歩５分。福岡都市高速野多目ランプから車で10分,エリア ： 福岡県 > 太宰府・二日市,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥5,925〜","（￥2,962〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,ＷＥＥＫＬＹ　ＩＮＮ二日市,/yad327402/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=327402&callbackHistFlg=1,福岡天神より特急電車で１２分、博多駅より特急でわずか１０分という近さ。太宰府天満宮や九州国立博物館へも便利です。全室無線ＬＡＮ（無料）にてインターネットのご利用可能です。,【アクセス】JR二日市駅より徒歩２分。,エリア ： 福岡県 > 太宰府・二日市,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥5,324〜",（￥-/室）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,太宰府天然温泉 ルートイングランティア太宰府,/yad331196/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=331196&callbackHistFlg=1,ルートイングループの観光型ホテル。福岡県随一の観光名所、太宰府天満宮(大宰府天満宮)から車で3分、九州国立博物館へのアクセスも好立地。福岡空港まで車で30分、博多駅まで車で40分。,【アクセス】九州自動車道太宰府IC車で約15分／太宰府駅より車で約3分（無料シャトル送迎もあり）,エリア ： 福岡県 > 太宰府・二日市,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥11,342〜",（￥-/室）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,大観荘,/yad343758/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=343758&callbackHistFlg=1,万葉の昔から由緒ある温泉地。周囲には史跡も多く、学問の神様・太宰府天満宮や国立博物館に近く天然温泉掛け流しです。フロントロビー内「無料Wi-Fi」完備,【アクセス】鹿児島本線ＪＲ二日市駅下車、車で5分,エリア ： 福岡県 > 太宰府・二日市,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥12,000〜","（￥6,000〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,ひこさんホテル和,/yad305631/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=305631&callbackHistFlg=1,日本三大修験山の一つ英彦山（ひこさん）にある静かな環境に恵まれた宿。ロビーから眺める夕日に照らされた山々は自然の素晴らしさを感じます。旬の食材を使った美味しいお食事と温泉でおもてなし♪,【アクセス】JR彦山駅下車、添田町バスで２０分（ひこさんホテル入口下車徒歩３分）,エリア ： 福岡県 > 飯塚・田川,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥17,981〜","（￥8,990〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,HOTEL AZ 福岡飯塚店,/yad336275/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=336275&callbackHistFlg=1,JR天道駅より徒歩16分。,【アクセス】八木山バイパス穂波東ICより車で5分。JR天道駅より徒歩16分。,エリア ： 福岡県 > 飯塚・田川,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,000〜","（￥3,500〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,リッチモンドホテル福岡天神,/yad315882/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=315882&callbackHistFlg=1,地下鉄天神駅から徒歩１０分の好アクセス。三越・大丸まで徒歩３分パルコまで１０分の買物天国です。Wi-Fi･加湿空気清浄機全室完備。,【アクセス】地下鉄空港線天神駅より徒歩１０分、地下鉄七隈線天神南（西１２−Ｃ出口）より徒歩１分,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,870〜","（￥3,935〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,５ＴＨ　ＨＯＴＥＬ(フィフスホテル),/yad317602/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=317602&callbackHistFlg=1,1室ごとにデザイン・空間・家具の異なる客室は、心身ともにリラックスできる快適性を追求したインテリア。各棟使い方に応じて選べるルームタイプで、自由自在な過ごし方をお選びいただけます。,【アクセス】地下鉄「天神南」駅より徒歩5分。地下鉄「中洲川端」駅より徒歩8分。JR「博多」駅より車で約10分。,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥6,574〜","（￥3,287〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,博多グリーンホテル天神,/yad328830/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=328830&callbackHistFlg=1,◇ＬＡＮ接続＆客室個別【Wi-Fi接続】無料◇シャワートイレ・加湿空気清浄機・シモンズ製ポケットコイルベッド・マイナスイオンシャワー完備◇朝食はホテル１階「トラベルカフェ」でご用意。,【アクセス】地下鉄天神駅,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,777〜","（￥3,888〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,タカクラホテル福岡,/yad331380/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=331380&callbackHistFlg=1,当ホテルは、地震に対する安全性向上を目的とする「耐震改修促進法」に基づき、福岡市で第1号となる認定を頂きました。今後ともお客様の安全性確保に努めてまいります。,【アクセス】JR博多駅より車で約7分、福岡空港より車で約20分、西鉄＆地下鉄の薬院駅より徒歩約2分,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥8,333〜","（￥4,166〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,ＫＫＲホテル博多（国家公務員共済組合連合会福岡共済会館）,/yad333658/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=333658&callbackHistFlg=1,ＫＫＲ宿泊施設は国家公務員共済組合連合会が組合員等の利用を目的として運営しています。組合員等の方は、チェックインの際に組合員証等をご提示ください。,【アクセス】博多駅よりバス約15分､南薬院バス停前｡天神より地下鉄七隈線約4分「薬院大通駅」下車､徒歩約3分。,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥9,259〜","（￥4,629〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,ホテル　イル・パラッツォ,/yad333680/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=333680&callbackHistFlg=1,■世界中から注目される日本初の「デザイナーズホテル」■大好評の朝食「九州まるごとモーニングブッフェ」■九州有数のグルメスポット「春吉」■特別感を味わえるワンランク上の「グランデフロア」,【アクセス】■地下鉄：中洲川端駅から徒歩8分。■車：博多駅・天神IC・呉服町ICから車で約10分。,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥13,703〜","（￥6,851〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,ヴァリエホテル天神,/yad333856/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=333856&callbackHistFlg=1,2016年2月ラウンジ、レストランが新設されました！！！おしゃれな雰囲気のラウンジでごゆっくりおくつろぎください！,【アクセス】地下鉄空港線「天神駅」【1番出口】より徒歩2分,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,222〜","（￥3,611〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709,西鉄グランドホテル,/yad336468/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=336468&callbackHistFlg=1,アジアの拠点都市、福岡。その中心地、天神に位置するホテル。国内はもとより世界各国から宿泊客が訪れる西鉄グランドホテルは、「福岡の応接間」と呼ばれるにふさわしい、伝統と格式のあるホテル。,【アクセス】車で福岡都市高速、天神北ICより10分。JR博多駅より地下鉄天神駅下車、徒歩3分。,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥8,333〜","（￥4,166〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,シーサイドホテル　ツインズももち,/yad343804/?stayCount=1&roomCount=1&adultNum=2&stayDay=&stayYear=&stayMonth=&dateUndecided=1&distCd=01&roomCrack=200000&screenId=UWW1402&yadNo=343804&callbackHistFlg=1,ヤフオクドームまで徒歩７分の距離で野球観戦・コンサート時には好立地！！また、近郊には福岡タワー・博物館もあり観光名所も豊富！！この機会に、ご家族やご友人との旅行計画をされては？？,【アクセス】JR博多駅交通センターバス30分.天神バス20分「医師会館前」下車徒歩１分。都市高速百道ランプより車で１分,エリア ： 福岡県 > 福岡市（天神周辺・百道浜）,2016-03-28 01:18:27,2016-03-28 01:18:27,"￥7,500〜","（￥3,750〜/人）",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
